STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
MADHYA PRADESH,SHAHDOL,2012,44,13,0,81,0,81,27,27,0,2,3,33,158,176,42,134,31,11,28,0,9,176,13,133,7,141,0,104,2185,3375
MADHYA PRADESH,SHAJAPUR,2012,39,44,2,67,0,67,18,17,1,4,2,18,133,323,155,168,42,14,29,1,22,1408,7,102,15,42,0,149,869,3350
MADHYA PRADESH,SHEOPUR,2012,8,15,0,17,0,17,4,4,0,0,6,18,51,97,36,61,28,2,10,3,0,170,5,40,0,29,0,37,807,1347
MADHYA PRADESH,SHIVPURI,2012,61,54,1,104,0,104,29,22,7,7,11,39,135,243,100,143,83,5,38,1,31,987,9,148,19,67,0,236,2660,4968
MADHYA PRADESH,SIDHI,2012,31,9,2,48,0,48,40,38,2,0,0,7,138,148,40,108,9,3,27,1,10,312,18,84,5,59,0,99,1518,2568
MADHYA PRADESH,SIHORE,2012,23,36,0,69,0,69,14,14,0,0,0,21,162,338,180,158,27,4,29,0,25,338,10,100,13,47,1,181,2456,3894
MADHYA PRADESH,SINGRAULI,2012,36,9,1,32,0,32,36,33,3,2,1,9,73,110,33,77,28,4,7,0,7,328,13,87,6,63,0,150,1391,2393
MADHYA PRADESH,TIKAMGARH,2012,43,27,6,61,0,61,13,8,5,0,0,24,91,105,34,71,48,2,13,0,5,1251,16,124,7,27,4,103,1332,3302
MADHYA PRADESH,UJJAIN,2012,55,193,1,73,0,73,36,31,5,4,1,73,296,1079,560,519,83,22,64,1,35,281,11,180,53,202,0,156,5387,8286
MADHYA PRADESH,UMARIYA,2012,12,3,0,22,0,22,4,2,2,1,0,7,55,68,19,49,10,0,14,0,6,95,0,68,7,17,0,0,873,1262
MADHYA PRADESH,VIDISHA,2012,58,62,2,94,0,94,25,23,2,2,2,24,203,301,131,170,56,10,46,0,22,764,19,213,23,97,0,120,2480,4623
MADHYA PRADESH,TOTAL,2012,2373,2332,114,3425,0,3425,1302,1127,175,107,127,1940,10019,23182,12279,10903,1951,576,2021,31,814,35549,743,6655,774,3988,6,7721,114585,220335
MAHARASHTRA,AHMEDNAGAR,2012,111,91,5,61,0,61,59,49,10,48,14,262,481,1374,463,911,572,56,361,2,46,802,23,147,1,576,0,744,1410,7246
MAHARASHTRA,AKOLA,2012,42,34,3,19,0,19,22,19,3,3,2,49,191,677,129,548,107,23,103,21,33,720,4,92,40,87,0,172,998,3442
MAHARASHTRA,AMRAVATI COMMR.,2012,24,38,1,20,0,20,20,16,4,5,7,54,232,778,195,583,77,35,59,8,13,387,1,53,14,74,0,64,749,2713
MAHARASHTRA,AMRAVATI RURAL,2012,63,56,4,64,0,64,17,17,0,9,0,39,212,841,111,730,97,9,41,2,70,856,3,154,42,139,0,223,1501,4442
MAHARASHTRA,AURANGABAD COMMR.,2012,46,55,5,23,0,23,25,18,7,25,8,178,292,822,419,403,168,19,245,2,24,460,4,79,28,120,0,185,846,3659
MAHARASHTRA,AURANGABAD RURAL,2012,74,49,4,25,0,25,16,10,6,16,9,45,206,540,139,401,306,10,75,0,34,833,18,77,25,298,0,281,621,3562
MAHARASHTRA,BEED,2012,84,71,9,42,0,42,50,21,29,32,6,70,309,521,162,359,339,35,157,1,44,886,8,81,9,378,0,312,655,4099
MAHARASHTRA,BHANDARA,2012,20,11,3,26,0,26,11,8,3,3,1,31,141,430,57,373,34,11,46,0,23,378,3,36,33,59,0,157,562,2019
MAHARASHTRA,BULDHANA,2012,49,38,5,29,0,29,31,28,3,5,0,23,149,521,137,384,220,10,109,6,46,687,27,107,35,193,0,245,962,3497
MAHARASHTRA,CHANDRAPUR,2012,44,33,0,44,0,44,34,29,5,4,2,46,257,723,180,543,95,28,84,1,33,584,4,119,79,125,0,229,1195,3763
MAHARASHTRA,DHULE,2012,50,39,1,30,0,30,18,14,4,51,4,54,158,320,107,213,173,48,94,0,6,298,4,39,2,207,0,313,633,2542
MAHARASHTRA,GADCHIROLI,2012,57,69,2,18,0,18,9,6,3,4,0,3,70,146,19,127,21,1,12,1,29,174,0,30,5,12,0,102,216,981
MAHARASHTRA,GONDIA,2012,41,28,2,38,0,38,10,10,0,6,0,19,143,269,76,193,40,7,47,2,26,342,0,47,18,42,0,147,498,1772
MAHARASHTRA,HINGOLI,2012,25,16,1,13,0,13,10,5,5,1,3,7,48,115,23,92,99,6,30,0,14,320,6,33,3,88,0,115,438,1391
MAHARASHTRA,JALGAON,2012,102,77,4,45,0,45,43,39,4,38,3,81,254,882,247,635,241,94,244,5,24,699,1,134,51,409,0,434,1089,4954
MAHARASHTRA,JALNA,2012,45,69,6,25,0,25,25,18,7,19,11,71,220,396,155,241,221,23,100,1,26,565,36,89,9,303,0,176,615,3051
MAHARASHTRA,KOLHAPUR,2012,63,39,0,48,0,48,45,22,23,11,3,62,357,824,320,504,427,104,330,2,23,536,17,66,32,148,0,396,1021,4554
MAHARASHTRA,LATUR,2012,67,63,4,21,0,21,32,32,0,21,1,39,204,403,192,211,240,10,192,7,34,578,4,61,0,212,0,227,817,3237
MAHARASHTRA,MUMBAI COMMR.,2012,215,170,9,232,0,232,212,141,71,29,29,1131,2500,10851,4075,6776,374,564,1827,48,86,3939,11,614,235,388,0,621,6423,30508
MAHARASHTRA,MUMBAI RLY.,2012,8,3,2,1,0,1,7,5,2,1,2,423,4,1635,1,1634,11,11,32,2,0,60,1,21,3,0,0,4,94,2325
MAHARASHTRA,NAGPUR COMMR.,2012,88,85,15,57,0,57,53,39,14,13,29,491,883,2339,1334,1005,169,50,264,7,32,974,6,84,53,166,0,297,2122,8277
MAHARASHTRA,NAGPUR RLY.,2012,5,5,0,1,0,1,2,2,0,4,2,67,1,1073,18,1055,12,2,3,16,1,18,0,4,4,3,0,2,67,1292
MAHARASHTRA,NAGPUR RURAL,2012,55,30,7,29,0,29,15,15,0,8,9,42,210,862,160,702,66,32,54,3,46,561,7,82,20,76,0,404,1004,3622
MAHARASHTRA,NANDED,2012,81,57,1,48,0,48,37,32,5,18,3,47,317,476,172,304,276,24,170,4,52,963,25,71,5,421,0,282,1290,4668
MAHARASHTRA,NANDURBAR,2012,35,17,0,19,0,19,10,8,2,14,1,17,68,165,60,105,93,6,52,1,3,249,0,22,4,78,0,150,354,1358
MAHARASHTRA,NASIK COMMR.,2012,32,26,0,20,0,20,18,13,5,14,13,163,356,1070,615,455,94,28,139,17,16,229,3,36,16,147,0,184,1769,4390
MAHARASHTRA,NASIK RURAL,2012,87,63,7,46,0,46,29,20,9,33,9,91,219,611,207,404,403,57,183,10,24,734,17,98,26,319,0,718,1432,5216
MAHARASHTRA,NAVI MUMBAI,2012,57,20,2,36,0,36,19,11,8,6,7,417,596,1513,772,741,124,80,455,15,4,404,3,64,25,91,0,365,854,5157
MAHARASHTRA,OSMANABAD,2012,54,31,4,38,0,38,31,21,10,16,3,23,170,319,102,217,233,17,116,0,33,603,2,86,12,175,0,319,770,3055
MAHARASHTRA,PARBHANI,2012,34,63,0,28,0,28,31,13,18,25,1,65,287,377,127,250,160,13,106,1,31,863,3,68,9,242,0,143,286,2836
MAHARASHTRA,PUNE COMMR.,2012,110,124,3,85,0,85,109,77,32,35,50,731,1019,4181,2604,1577,532,92,756,18,48,1071,9,120,85,215,0,523,2392,12308
MAHARASHTRA,PUNE RLY.,2012,4,0,2,2,0,2,1,1,0,7,2,23,0,362,10,352,5,1,1,0,0,10,0,3,0,0,0,1,21,445
MAHARASHTRA,PUNE RURAL,2012,163,97,12,92,0,92,71,51,20,46,30,258,753,1819,947,872,512,63,293,4,43,886,12,128,59,221,0,1150,1721,8433
MAHARASHTRA,RAIGAD,2012,40,13,0,21,0,21,8,3,5,17,2,42,150,321,71,250,143,19,164,4,8,257,19,37,9,40,0,315,530,2159
MAHARASHTRA,RATNAGIRI,2012,10,12,1,11,0,11,4,3,1,9,1,35,167,171,36,135,89,24,63,7,9,172,2,31,17,38,0,150,375,1398
MAHARASHTRA,SANGLI,2012,47,41,5,33,0,33,35,23,12,12,2,34,190,500,187,313,202,19,219,5,23,373,8,57,15,64,0,318,581,2783
MAHARASHTRA,SATARA,2012,65,48,5,43,0,43,36,25,11,51,13,208,505,1111,396,715,294,38,210,7,35,527,0,78,29,166,0,495,1078,5042
MAHARASHTRA,SINDHUDURG,2012,8,7,1,9,0,9,8,5,3,4,0,12,86,91,18,73,49,12,79,2,11,110,0,20,17,11,0,77,189,803
MAHARASHTRA,SOLAPUR COMMR.,2012,18,27,0,25,0,25,24,21,3,23,1,98,187,557,335,222,132,6,106,2,5,177,1,31,10,53,0,80,429,1992
MAHARASHTRA,SOLAPUR RURAL,2012,92,52,7,67,0,67,38,24,14,15,4,60,261,846,241,605,365,27,151,4,40,655,3,58,40,151,0,558,982,4476
MAHARASHTRA,THANE COMMR.,2012,110,93,6,107,0,107,124,77,47,23,15,757,1199,2435,1239,1196,280,82,867,35,29,1378,4,203,28,330,0,354,1685,10144
MAHARASHTRA,THANE RURAL,2012,146,74,8,63,0,63,64,37,27,48,13,389,897,1291,609,682,394,48,528,11,26,913,6,155,32,111,0,715,987,6919
MAHARASHTRA,WARDHA,2012,30,32,4,40,0,40,26,25,1,7,3,63,233,656,108,548,82,23,81,1,22,704,0,93,30,59,0,180,1195,3564
MAHARASHTRA,WASHIM,2012,40,31,4,31,0,31,29,27,2,4,3,35,124,303,78,225,124,6,49,1,21,393,6,84,19,133,0,111,690,2241
MAHARASHTRA,YAVATMAL,2012,71,71,7,64,0,64,65,60,5,10,1,94,342,959,202,757,165,27,101,5,50,1064,18,143,66,247,0,273,2522,6365
MAHARASHTRA,TOTAL,2012,2712,2168,171,1839,0,1839,1583,1140,443,793,322,6949,15648,47476,17855,29621,8860,1900,9398,291,1246,28392,329,3935,1294,7415,0,13311,46668,202700
MANIPUR,BISHNUPUR,2012,10,36,0,11,0,11,12,7,5,0,7,0,6,42,28,14,3,3,4,0,5,20,0,3,0,4,0,1,147,314
MANIPUR,CHANDEL,2012,7,12,0,0,0,0,5,1,4,0,6,0,0,4,1,3,2,0,2,0,4,3,0,1,0,0,0,0,22,68
MANIPUR,CHURACHANDPUR,2012,8,6,0,1,0,1,6,1,5,0,29,0,4,19,7,12,2,2,6,0,0,7,0,1,0,1,0,0,28,120
MANIPUR,CID,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
MANIPUR,IMPHAL EAST,2012,10,91,1,10,0,10,46,36,10,0,40,1,8,199,176,23,16,12,28,0,14,44,0,10,0,11,0,0,168,709
MANIPUR,IMPHAL WEST,2012,14,149,3,18,0,18,72,47,25,0,25,1,17,520,456,64,19,21,49,2,14,122,0,21,0,9,0,1,408,1485
MANIPUR,SENAPATI,2012,2,19,0,2,0,2,22,3,19,8,32,1,3,13,0,13,3,3,5,0,7,4,0,1,0,0,0,0,51,176
MANIPUR,TAMENGLONG,2012,11,5,0,1,0,1,7,1,6,0,16,0,0,3,1,2,4,0,2,0,3,3,0,0,0,0,0,0,18,73
MANIPUR,THOUBAL,2012,16,73,0,20,0,20,44,37,7,0,13,0,8,94,66,28,21,15,30,0,22,80,0,12,1,17,0,0,225,691
MANIPUR,UKHRUL,2012,5,18,0,0,0,0,9,0,9,0,3,0,7,9,1,8,2,11,8,0,5,2,0,0,0,1,0,0,19,99
MANIPUR,TOTAL,2012,83,409,4,63,0,63,223,133,90,8,171,3,53,903,736,167,72,67,136,2,74,285,0,49,1,43,0,2,1086,3737
MEGHALAYA,GARO HILLS EAST,2012,9,11,0,2,0,2,9,1,8,16,0,2,7,37,19,18,0,1,4,0,0,0,0,3,0,0,0,0,46,147
MEGHALAYA,GARO HILLS SOUTH,2012,7,11,0,6,0,6,15,2,13,2,1,1,5,40,27,13,0,2,10,2,3,4,0,2,0,1,0,6,28,146
MEGHALAYA,GARO HILLS WEST,2012,19,6,0,6,0,6,19,7,12,9,0,5,22,90,20,70,0,0,0,0,0,45,0,2,0,0,0,19,229,471
MEGHALAYA,JAINTIA HILLS,2012,44,11,0,32,0,32,18,5,13,8,0,7,13,66,25,41,0,9,14,2,14,25,0,3,0,0,0,13,116,395
MEGHALAYA,KHASI HILLS EAST,2012,31,8,6,58,0,58,18,5,13,7,0,25,84,208,37,171,0,26,61,5,32,62,1,21,0,13,0,39,212,917
MEGHALAYA,KHASI HILLS WEST,2012,16,13,1,28,0,28,6,0,6,7,0,5,11,32,3,29,0,5,11,3,2,12,0,8,0,0,0,0,64,224
MEGHALAYA,RI-BHOI,2012,11,3,1,32,0,32,7,4,3,3,0,1,3,70,21,49,0,1,8,1,10,9,0,4,0,2,0,25,66,257
MEGHALAYA,TOTAL,2012,137,63,8,164,0,164,92,24,68,52,1,46,145,543,152,391,0,44,108,13,61,157,1,43,0,16,0,102,761,2557
MIZORAM,AIZAWL,2012,12,13,0,42,0,42,2,0,2,1,0,2,195,288,0,288,0,8,28,4,2,51,0,44,0,8,0,18,187,905
MIZORAM,CHAMPHAI,2012,5,1,5,12,0,12,1,1,0,0,0,0,44,104,6,98,0,0,5,0,0,11,0,15,0,0,0,5,22,230
MIZORAM,KOLASIB,2012,4,1,0,9,0,9,1,0,1,1,0,0,18,61,9,52,0,4,5,0,5,10,0,9,0,0,0,0,45,173
MIZORAM,LAWNGTLAI,2012,3,0,1,7,0,7,1,1,0,0,0,1,14,31,4,27,1,0,0,2,0,9,0,0,0,0,0,4,15,89
MIZORAM,LUNGLEI,2012,0,6,0,16,0,16,1,0,1,0,0,0,43,41,3,38,0,0,3,0,0,5,0,4,0,0,0,1,22,142
MIZORAM,MAMIT,2012,3,0,0,10,0,10,1,0,1,0,0,1,16,23,1,22,0,0,1,0,0,8,0,3,0,0,0,1,13,80
MIZORAM,SAIHA,2012,0,0,1,0,0,0,1,1,0,0,0,0,12,25,1,24,0,0,0,0,4,3,0,1,0,0,0,5,13,65
MIZORAM,SERCHHIP,2012,3,0,0,7,0,7,0,0,0,0,0,0,5,32,0,32,0,0,0,0,1,6,0,9,0,0,0,0,19,82
MIZORAM,TOTAL,2012,30,21,7,103,0,103,8,3,5,2,0,4,347,605,24,581,1,12,42,6,12,103,0,85,0,8,0,34,336,1766
NAGALAND,DIMAPUR,2012,26,8,0,9,0,9,16,5,11,1,0,36,19,202,3,199,3,11,20,3,2,9,0,9,0,0,0,18,132,524
NAGALAND,KIPHIRE,2012,4,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,11
NAGALAND,KOHIMA,2012,11,10,1,1,0,1,3,0,3,0,0,9,15,72,44,28,0,5,10,0,0,2,0,2,0,0,0,0,37,178
NAGALAND,LONGLENG,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,13
NAGALAND,MOKOKCHUNG,2012,5,6,0,3,0,3,0,0,0,0,0,0,7,11,4,7,0,1,2,0,1,2,0,3,0,0,0,8,12,61
NAGALAND,MON,2012,6,3,0,3,0,3,4,2,2,0,0,4,0,19,1,18,0,2,1,0,2,3,0,0,0,0,0,0,15,62
NAGALAND,PEREN,2012,5,1,0,0,0,0,1,0,1,0,0,1,4,9,3,6,0,1,1,0,0,2,0,0,0,0,0,0,4,29
NAGALAND,PHEK,2012,2,2,3,1,0,1,0,0,0,0,0,1,5,11,1,10,0,0,0,1,2,2,0,2,0,0,0,0,11,43
NAGALAND,TUENSANG,2012,4,2,1,1,0,1,0,0,0,0,0,0,4,12,0,12,0,2,3,0,0,0,0,0,0,0,0,5,10,44
NAGALAND,WOKHA,2012,1,4,0,2,0,2,0,0,0,0,0,1,0,28,7,21,0,0,0,0,0,6,0,0,0,0,0,0,17,59
NAGALAND,ZUNHEBOTO,2012,10,3,0,1,0,1,3,3,0,0,0,2,11,14,1,13,0,0,1,0,0,3,0,0,0,0,0,0,18,66
NAGALAND,TOTAL,2012,75,42,6,21,0,21,27,10,17,1,0,54,65,381,65,316,3,22,39,4,7,30,0,16,0,0,0,31,266,1090
ODISHA,ANGUL,2012,65,63,0,63,0,63,59,55,4,16,0,104,161,535,151,384,187,5,61,0,15,27,20,321,8,76,0,186,1863,3835
ODISHA,BALASORE,2012,75,51,4,87,0,87,140,130,10,26,0,62,234,434,130,304,65,8,122,1,19,1720,43,242,20,307,0,0,597,4257
ODISHA,BARAGARH,2012,33,90,0,35,0,35,36,30,6,14,1,68,93,176,33,143,149,15,34,1,23,72,3,154,14,96,0,117,525,1749
ODISHA,BERHAMPUR,2012,30,119,4,18,0,18,24,17,7,15,17,62,94,291,160,131,33,11,98,0,7,90,10,158,12,119,0,105,641,1958
ODISHA,BHADRAK,2012,39,55,0,54,0,54,72,66,6,10,0,17,81,174,51,123,20,18,87,0,15,38,20,93,12,155,0,79,1585,2624
ODISHA,BOLANGIR,2012,44,71,0,51,0,51,42,36,6,20,0,45,125,202,50,152,109,1,59,1,32,0,7,238,15,40,0,112,937,2151
ODISHA,BOUDH,2012,18,17,0,10,0,10,10,8,2,0,0,3,36,53,8,45,39,1,12,0,8,229,0,79,6,24,0,17,98,660
ODISHA,CUTTACK,2012,48,22,0,43,0,43,63,57,6,3,0,69,136,222,59,163,78,5,33,0,18,0,27,38,7,147,0,345,1578,2882
ODISHA,DCP BBSR,2012,46,72,0,56,0,56,91,76,15,19,9,81,292,1376,768,608,64,13,172,5,12,726,24,75,22,91,0,184,1530,4960
ODISHA,DCP CTC,2012,36,22,0,28,0,28,44,43,1,15,0,57,140,577,297,280,32,8,80,0,3,0,14,30,2,134,0,119,1279,2620
ODISHA,DEOGARH,2012,23,16,0,17,0,17,7,5,2,23,1,14,18,23,5,18,10,0,4,0,2,224,2,41,0,9,0,26,13,473
ODISHA,DHENKANAL,2012,47,109,0,29,0,29,41,35,6,11,2,76,66,269,64,205,119,13,40,1,24,35,23,267,18,33,0,111,613,1947
ODISHA,GAJAPATI,2012,12,19,1,18,0,18,14,9,5,0,0,2,9,21,4,17,62,4,7,0,18,82,2,61,3,8,0,24,30,397
ODISHA,GANJAM,2012,86,259,0,53,0,53,67,55,12,18,21,75,128,205,86,119,177,23,37,0,40,315,32,356,27,39,0,54,283,2295
ODISHA,JAGATSINGHPUR,2012,37,27,0,43,0,43,57,52,5,28,2,83,116,368,99,269,32,4,37,0,21,201,20,43,2,123,0,226,669,2139
ODISHA,JAJPUR,2012,78,27,0,49,0,49,63,56,7,24,0,51,137,424,153,271,74,21,43,2,18,872,51,83,4,162,0,391,185,2759
ODISHA,JHARSUGUDA,2012,16,18,0,21,0,21,13,6,7,9,3,38,78,291,80,211,26,15,34,0,6,303,2,41,11,50,0,98,174,1247
ODISHA,KALAHANDI,2012,37,44,2,65,0,65,47,41,6,10,0,34,73,105,23,82,72,18,43,2,10,437,8,120,14,96,0,97,351,1685
ODISHA,KANDHAMAL,2012,29,0,0,32,0,32,30,27,3,4,0,13,48,77,16,61,16,7,30,0,5,302,1,101,4,34,0,0,108,841
ODISHA,KENDRAPARA,2012,49,21,1,38,0,38,69,65,4,5,5,38,108,188,63,125,22,9,33,0,28,140,48,7,4,43,0,0,1240,2096
ODISHA,KEONJHAR,2012,97,83,23,102,0,102,74,70,4,8,1,38,125,307,94,213,80,34,48,1,19,581,28,231,24,181,0,206,216,2507
ODISHA,KHURDA,2012,37,54,16,27,0,27,53,46,7,6,1,47,87,146,56,90,56,4,37,0,6,27,16,338,2,178,0,16,694,1848
ODISHA,KORAPUT,2012,55,50,0,73,0,73,36,31,5,18,0,48,85,143,25,118,92,1,28,0,15,0,21,114,9,0,0,61,581,1430
ODISHA,MALKANGIR,2012,40,44,0,17,0,17,22,19,3,12,0,4,21,48,7,41,48,10,27,0,3,0,5,51,4,14,0,19,113,502
ODISHA,MAYURBHANJ,2012,80,60,0,86,0,86,67,67,0,25,2,37,114,236,74,162,43,16,56,1,23,107,34,295,12,129,0,102,1040,2565
ODISHA,NAYAGARH,2012,38,99,0,25,0,25,43,35,8,12,0,40,63,148,42,106,36,2,31,0,16,417,16,11,1,17,0,55,172,1242
ODISHA,NOWRANGPUR,2012,39,20,2,42,0,42,45,45,0,4,0,20,38,64,11,53,49,2,20,0,5,86,2,83,14,43,0,69,375,1022
ODISHA,NUAPADA,2012,19,31,0,18,0,18,19,17,2,4,0,16,23,61,19,42,36,9,29,0,10,28,1,62,6,13,0,24,512,921
ODISHA,PURI,2012,61,67,0,42,0,42,55,51,4,12,10,114,219,460,155,305,170,2,77,0,7,177,26,33,3,161,0,149,2038,3883
ODISHA,RAYAGADA,2012,24,51,0,41,0,41,43,40,3,9,1,18,73,90,13,77,36,12,16,0,13,41,4,111,9,29,0,79,344,1044
ODISHA,ROURKELA,2012,80,48,0,65,0,65,23,22,1,13,6,30,101,444,146,298,19,9,66,1,6,171,2,102,4,29,0,154,488,1861
ODISHA,SAMBALPUR,2012,54,54,0,57,0,57,34,26,8,0,4,113,183,426,137,289,74,7,54,2,9,248,0,62,4,32,0,199,858,2474
ODISHA,SONEPUR,2012,17,25,0,12,0,12,9,8,1,4,0,12,29,56,11,45,30,0,31,0,6,62,4,53,1,10,0,28,170,559
ODISHA,SRP(CUTTACK),2012,5,6,0,0,0,0,2,0,2,0,5,17,9,541,58,483,0,0,7,0,0,14,0,11,1,0,0,0,82,700
ODISHA,SRP(ROURKELA),2012,6,6,0,1,0,1,3,3,0,1,7,19,25,275,31,244,0,0,4,0,0,0,1,9,0,2,0,0,95,454
ODISHA,SUNDARGARH,2012,48,59,1,40,0,40,25,15,10,4,1,48,62,174,31,143,50,10,10,1,7,451,8,73,5,14,0,153,126,1370
ODISHA,TOTAL,2012,1548,1879,54,1458,0,1458,1542,1364,178,402,99,1613,3430,9630,3210,6420,2205,317,1607,19,469,8223,525,4187,304,2638,0,3605,22203,67957
PUNJAB,AMRITSAR RURAL,2012,46,61,1,18,0,18,45,30,15,3,10,5,76,181,40,141,0,12,107,5,3,160,8,12,0,49,0,161,235,1198
PUNJAB,BARNALA,2012,18,21,2,25,0,25,9,8,1,0,5,1,37,90,31,59,0,5,78,0,0,75,2,4,0,14,0,88,214,688
PUNJAB,BATALA,2012,19,43,8,25,0,25,23,20,3,6,5,5,64,146,79,67,0,11,49,1,4,175,4,10,0,19,0,56,350,1023
PUNJAB,BHATINDA,2012,53,59,4,44,0,44,46,31,15,1,1,4,167,311,157,154,0,12,153,3,4,229,6,19,0,55,0,104,535,1810
PUNJAB,CP AMRITSAR,2012,42,80,2,27,0,27,52,45,7,2,14,25,158,416,149,267,0,13,266,1,6,134,5,14,0,105,0,82,520,1964
PUNJAB,CP JALANDHAR,2012,14,46,5,33,0,33,39,29,10,1,3,18,195,443,192,251,0,8,171,2,5,132,6,17,3,107,0,86,364,1698
PUNJAB,CP LUDHIANA,2012,79,78,11,69,0,69,123,99,24,2,21,19,196,504,225,279,0,45,281,2,5,194,10,30,14,135,0,225,1022,3065
PUNJAB,FARIDKOT,2012,22,26,0,17,0,17,24,18,6,1,4,2,85,106,14,92,0,10,53,0,0,121,2,11,1,20,0,0,266,771
PUNJAB,FATEHGARH SAHIB,2012,17,11,2,15,0,15,10,7,3,0,5,1,63,81,32,49,0,7,85,0,0,137,2,3,1,21,0,129,177,767
PUNJAB,FAZILKA,2012,37,30,3,32,0,32,40,26,14,0,7,2,60,133,48,85,0,6,92,3,0,156,2,1,0,36,0,60,262,962
PUNJAB,FEROZPUR,2012,37,43,2,15,0,15,20,16,4,1,4,3,113,189,69,120,0,11,128,7,8,231,4,4,0,43,0,91,274,1228
PUNJAB,G.R.P,2012,5,5,1,0,0,0,0,0,0,0,0,0,1,55,9,46,0,0,3,1,0,8,2,0,0,0,0,0,278,359
PUNJAB,GURDASPUR,2012,19,27,5,14,0,14,37,34,3,1,3,1,68,94,25,69,0,10,77,0,0,101,10,11,0,45,0,70,247,840
PUNJAB,HOSHIARPUR,2012,45,31,4,33,0,33,41,28,13,0,15,38,174,229,63,166,0,10,104,1,3,250,8,14,0,70,0,164,392,1626
PUNJAB,JALANDHAR RURAL,2012,49,49,4,29,0,29,38,33,5,13,10,25,140,174,53,121,0,5,181,1,13,255,3,34,3,53,0,172,383,1634
PUNJAB,KAPURTHALA,2012,24,45,4,16,0,16,43,34,9,6,6,16,149,213,52,161,0,5,110,1,1,204,3,8,0,46,0,141,367,1408
PUNJAB,KHANNA,2012,20,23,2,14,0,14,15,10,5,0,1,1,58,146,89,57,0,4,65,0,0,98,0,3,0,18,0,119,247,834
PUNJAB,LUDHIANA RURAL,2012,25,31,5,11,0,11,32,21,11,0,11,3,80,94,27,67,0,13,75,0,0,78,4,5,1,23,0,81,257,829
PUNJAB,MANSA,2012,15,25,6,22,0,22,17,10,7,0,1,0,54,65,18,47,0,5,51,1,5,101,3,9,0,23,0,85,162,650
PUNJAB,MOGA,2012,37,44,2,23,0,23,20,10,10,2,3,6,107,154,82,72,1,9,114,2,5,161,3,14,0,25,0,116,304,1152
PUNJAB,MUKTSAR,2012,25,30,3,18,0,18,35,28,7,0,3,4,67,112,46,66,0,11,45,3,1,159,3,10,2,30,0,56,204,821
PUNJAB,PATHANKOT,2012,11,6,0,13,0,13,13,11,2,1,0,3,25,48,21,27,0,4,41,0,0,28,7,2,0,25,0,70,175,472
PUNJAB,PATIALA,2012,53,53,13,44,0,44,45,32,13,1,21,1,181,307,144,163,0,9,269,8,4,276,4,24,0,86,0,259,887,2545
PUNJAB,ROPAR,2012,20,8,1,22,0,22,21,18,3,0,4,0,78,220,72,148,0,4,78,0,4,90,0,13,3,15,0,151,376,1108
PUNJAB,SANGRUR,2012,41,45,6,34,0,34,39,31,8,1,10,5,112,181,66,115,0,18,134,1,3,220,7,24,3,40,0,178,1001,2103
PUNJAB,SAS NGR,2012,22,51,2,23,0,23,52,33,19,2,2,7,171,364,172,192,0,28,435,0,0,149,7,31,0,127,0,492,449,2414
PUNJAB,SBS NAGAR,2012,19,15,1,21,0,21,17,13,4,2,4,12,70,88,20,68,0,6,72,0,0,117,0,3,0,25,0,85,147,704
PUNJAB,TARN TARAN,2012,41,59,5,23,1,22,23,14,9,2,11,6,79,128,16,112,0,8,134,6,0,147,3,10,0,38,0,84,310,1117
PUNJAB,TOTAL,2012,855,1045,104,680,1,679,919,689,230,48,184,213,2828,5272,2011,3261,1,289,3451,49,74,4186,118,340,31,1293,0,3405,10405,35790
RAJASTHAN,AJMER,2012,38,36,7,70,0,70,107,76,31,1,4,17,151,630,381,249,6,23,1174,3,13,236,13,72,0,668,0,500,2781,6550
RAJASTHAN,ALWAR,2012,100,88,7,129,0,129,243,154,89,8,5,63,231,3220,2443,777,8,23,1213,9,22,2612,47,135,0,655,0,503,2620,11941
RAJASTHAN,BANSWARA,2012,34,16,3,56,0,56,96,87,9,0,1,13,74,129,47,82,50,13,137,0,21,632,4,49,3,237,0,140,1069,2777
